organism	domain	temperature
Bifidobacterium tsurumiense	Bacteria	37.0
Bifidobacterium vansinderenii	Bacteria	34.0
Bifidobacterium xylocopae	Bacteria	37.0
Bilophila wadsworthia	Bacteria	37.0
Biostraticola tofi	Bacteria	28.0
Bisgaardia genomospecies	Bacteria	37.0
Bisgaardia hudsonensis	Bacteria	37.0
Bisgaardia miroungae	Bacteria	37.0
Bizionia algoritergicola	Bacteria	13.0
Bizionia argentinensis	Bacteria	20.0
Bizionia berychis	Bacteria	25.0
Bizionia echini	Bacteria	28.0
Bizionia gelidisalsuginis	Bacteria	12.5
Bizionia hallyeonensis	Bacteria	20.0
Bizionia myxarmorum	Bacteria	14.0
Bizionia paragorgiae	Bacteria	25.0
Bizionia saleffrena	Bacteria	12.5
Bizionia sediminis	Bacteria	29.0
Bizionia sp.	Bacteria	28.0
Blastocatella fastidiosa	Bacteria	28.0
Blastochloris gulmargensis	Bacteria	28.0
Blastochloris sulfoviridis	Bacteria	25.0
Blastochloris viridis	Bacteria	25.0
Blastococcus aggregatus	Bacteria	26.0
Blastococcus capsensis	Bacteria	28.0
Blastococcus colisei	Bacteria	28.0
Blastococcus endophyticus	Bacteria	28.0
Blastococcus jejuensis	Bacteria	30.0
Blastococcus saxobsidens	Bacteria	28.0
Blastococcus sp.	Bacteria	25.0
Blastococcus sp.	Bacteria	28.0
Blastococcus sp.	Bacteria	37.0
Blastococcus xanthinilyticus	Bacteria	28.0
Blastomonas fulva	Bacteria	23.0
Blastomonas marina	Bacteria	26.0
Blastomonas natatoria	Bacteria	28.0
Blastomonas ursincola	Bacteria	26.0
Blastopirellula cremea	Bacteria	29.0
Blastopirellula marina	Bacteria	30.0
Blastopirellula sp.	Bacteria	28.0
Blautia caecimuris	Bacteria	37.0
Blautia coccoides	Bacteria	37.0
Blautia faecis	Bacteria	37.0
Blautia glucerasea	Bacteria	37.0
Blautia hansenii	Bacteria	37.0
Blautia hominis	Bacteria	29.0
Blautia hydrogenotrophica	Bacteria	37.0
Blautia luti	Bacteria	37.0
Blautia obeum	Bacteria	37.0
Blautia producta	Bacteria	37.0
Blautia schinkii	Bacteria	37.0
Blautia sp.	Bacteria	37.0
Blautia stercoris	Bacteria	37.0
Blautia wexlerae	Bacteria	37.0
Bogoriella caseilytica	Bacteria	30.0
Bombella apis	Bacteria	34.0
Bombella intestini	Bacteria	28.0
Bombiscardovia coagulans	Bacteria	37.0
Bordetella avium	Bacteria	30.0
Bordetella avium	Bacteria	37.0
Bordetella bronchialis	Bacteria	37.0
Bordetella bronchiseptica	Bacteria	30.0
Bordetella bronchiseptica	Bacteria	36.0
Bordetella bronchiseptica	Bacteria	37.0
Bordetella hinzii	Bacteria	30.0
Bordetella hinzii	Bacteria	37.0
Bordetella holmesii	Bacteria	37.0
Bordetella parapertussis	Bacteria	34.0
Bordetella parapertussis	Bacteria	37.0
Bordetella pertussis	Bacteria	34.0
Bordetella pertussis	Bacteria	37.0
Bordetella petrii	Bacteria	30.0
Bordetella pseudohinzii	Bacteria	37.0
Bordetella sp.	Bacteria	30.0
Bordetella sp.	Bacteria	34.0
Bordetella sp.	Bacteria	37.0
Bordetella sputigena	Bacteria	37.0
Bordetella trematum	Bacteria	30.0
Bordetella trematum	Bacteria	37.0
Borrelia afzelii	Bacteria	35.0
Borrelia afzelii	Bacteria	37.0
Borrelia americana	Bacteria	33.0
Borrelia bavariensis	Bacteria	32.0
Borrelia bissettiae	Bacteria	35.0
Borrelia burgdorferi	Bacteria	34.0
Borrelia burgdorferi	Bacteria	35.0
Borrelia californiensis	Bacteria	35.0
Borrelia carolinensis	Bacteria	37.0
Borrelia garinii	Bacteria	37.0
Borrelia genomospecies	Bacteria	35.0
Borrelia hermsii	Bacteria	37.0
Borrelia kurtenbachii	Bacteria	37.0
Borrelia lanei	Bacteria	34.0
Borrelia lusitaniae	Bacteria	30.0
Borrelia lusitaniae	Bacteria	33.0
Borrelia mayonii	Bacteria	30.0
Borrelia sinica	Bacteria	30.0
Borrelia spielmanii	Bacteria	32.0
Borrelia turcica	Bacteria	35.0
Borrelia valaisiana	Bacteria	30.0
Borrelia yangtzensis	Bacteria	30.0
Bosea eneae	Bacteria	28.0
Bosea eneae	Bacteria	30.0
Bosea lathyri	Bacteria	28.0
Bosea lupini	Bacteria	28.0
Bosea massiliensis	Bacteria	28.0
Bosea massiliensis	Bacteria	30.0
Bosea minatitlanensis	Bacteria	37.0
Bosea robiniae	Bacteria	28.0
Bosea sp.	Bacteria	28.0
Bosea sp.	Bacteria	30.0
Bosea thiooxidans	Bacteria	28.0
Bosea vestrisii	Bacteria	28.0
Bosea vestrisii	Bacteria	30.0
Boudabousia marimammalium	Bacteria	37.0
Bounagaea algeriensis	None	28.0
Bowdeniella nasicola	Bacteria	37.0
Bowmanella denitrificans	Bacteria	28.0
Bowmanella pacifica	Bacteria	26.0
Brachybacterium alimentarium	Bacteria	28.0
Brachybacterium aquaticum	Bacteria	30.0
Brachybacterium conglomeratum	Bacteria	28.0
Brachybacterium conglomeratum	Bacteria	37.0
Brachybacterium faecium	Bacteria	28.0
Brachybacterium fresconis	Bacteria	28.0
Brachybacterium ginsengisoli	Bacteria	28.0
Brachybacterium hainanense	Bacteria	28.0
Brachybacterium horti	Bacteria	28.0
Brachybacterium huguangmaarense	Bacteria	28.0
Brachybacterium muris	Bacteria	33.0
Brachybacterium muris	Bacteria	37.0
Brachybacterium nesterenkovii	Bacteria	28.0
Brachybacterium nesterenkovii	Bacteria	30.0
Brachybacterium paraconglomeratum	Bacteria	28.0
Brachybacterium paraconglomeratum	Bacteria	37.0
Brachybacterium phenoliresistens	Bacteria	28.0
Brachybacterium rhamnosum	Bacteria	28.0
Brachybacterium rhamnosum	Bacteria	37.0
Brachybacterium sacelli	Bacteria	28.0
Brachybacterium saurashtrense	Bacteria	28.0
Brachybacterium sp.	Bacteria	20.0
Brachybacterium sp.	Bacteria	28.0
Brachybacterium sp.	Bacteria	37.0
Brachybacterium squillarum	Bacteria	31.0
Brachybacterium tyrofermentans	Bacteria	28.0
Brachybacterium zhongshanense	Bacteria	28.0
Brachymonas chironomi	Bacteria	28.0
Brachymonas denitrificans	Bacteria	30.0
Brachymonas sp.	Bacteria	37.0
Brachyspira alvinipulli	None	37.0
Brachyspira hyodysenteriae	None	37.0
Brachyspira hyodysenteriae	None	39.0
Brachyspira intermedia	None	37.0
Brachyspira murdochii	None	37.0
Brachyspira suanatina	None	37.0
Brackiella oedipodis	Bacteria	37.0
Bradymonas sediminis	Bacteria	28.0
Bradyrhizobium betae	Bacteria	28.0
Bradyrhizobium cajani	Bacteria	26.0
Bradyrhizobium canariense	Bacteria	30.0
Bradyrhizobium cytisi	Bacteria	25.0
Bradyrhizobium daqingense	Bacteria	33.0
Bradyrhizobium denitrificans	Bacteria	30.0
Bradyrhizobium denitrificans	Bacteria	40.0
Bradyrhizobium diazoefficiens	Bacteria	28.0
Bradyrhizobium elkanii	Bacteria	30.0
Bradyrhizobium elkanii	Bacteria	37.0
Bradyrhizobium huanghuaihaiense	Bacteria	19.0
Bradyrhizobium japonicum	Bacteria	26.0
Bradyrhizobium japonicum	Bacteria	30.0
Bradyrhizobium jicamae	Bacteria	28.0
Bradyrhizobium kavangense	Bacteria	28.0
Bradyrhizobium liaoningense	Bacteria	28.0
Bradyrhizobium lupini	Bacteria	26.0
Bradyrhizobium lupini	Bacteria	30.0
Bradyrhizobium mercantei	Bacteria	28.0
Bradyrhizobium namibiense	Bacteria	35.0
Bradyrhizobium oligotrophicum	Bacteria	28.0
Bradyrhizobium pachyrhizi	Bacteria	28.0
Bradyrhizobium paxllaeri	Bacteria	28.0
Bradyrhizobium sp.	Bacteria	26.0
Bradyrhizobium sp.	Bacteria	28.0
Bradyrhizobium sp.	Bacteria	30.0
Bradyrhizobium sp.	Bacteria	37.0
Bradyrhizobium subterraneum	Bacteria	28.0
Bradyrhizobium vignae	Bacteria	40.0
Bradyrhizobium yuanmingense	Bacteria	30.0
Branchiibius cervicis	Bacteria	28.0
Branchiibius hedensis	Bacteria	28.0
Branhamella caviae	None	30.0
Brassicibacter mesophilus	Bacteria	37.0
Brenneria alni	Bacteria	30.0
Brenneria goodwinii	Bacteria	37.0
Brenneria nigrifluens	Bacteria	26.0
Brenneria populi	Bacteria	23.0
Brenneria rubrifaciens	Bacteria	30.0
Brenneria salicis	Bacteria	25.0
Brenneria salicis	Bacteria	26.0
Breoghania corrubedonensis	Bacteria	28.0
Brevibacillus agri	Bacteria	30.0
Brevibacillus agri	Bacteria	34.0
Brevibacillus agri	Bacteria	40.0
Brevibacillus agri	Bacteria	42.0
Brevibacillus aydinogluensis	Bacteria	50.0
Brevibacillus borstelensis	Bacteria	30.0
Brevibacillus borstelensis	Bacteria	37.0
Brevibacillus borstelensis	Bacteria	40.0
Brevibacillus borstelensis	Bacteria	55.0
Brevibacillus brevis	Bacteria	30.0
Brevibacillus brevis	Bacteria	40.0
Brevibacillus centrosporus	Bacteria	30.0
Brevibacillus choshinensis	Bacteria	30.0
Brevibacillus fluminis	Bacteria	30.0
Brevibacillus formosus	Bacteria	30.0
Brevibacillus fulvus	Bacteria	40.0
Brevibacillus gelatini	Bacteria	35.0
Brevibacillus ginsengisoli	Bacteria	30.0
Brevibacillus halotolerans	Bacteria	30.0
Brevibacillus invocatus	Bacteria	30.0
Brevibacillus invocatus-complex	None	37.0
Brevibacillus laterosporus	Bacteria	30.0
Brevibacillus laterosporus	Bacteria	37.0
Brevibacillus levickii	Bacteria	34.0
Brevibacillus limnophilus	Bacteria	40.0
Brevibacillus massiliensis	Bacteria	30.0
Brevibacillus nitrificans	Bacteria	30.0
Brevibacillus panacihumi	Bacteria	30.0
Brevibacillus panacihumi	Bacteria	37.0
Brevibacillus parabrevis	Bacteria	30.0
Brevibacillus parabrevis	Bacteria	37.0
Brevibacillus reuszeri	Bacteria	30.0
Brevibacillus sediminis	Bacteria	51.0
Brevibacillus sp.	Bacteria	28.0
Brevibacillus sp.	Bacteria	30.0
Brevibacillus sp.	Bacteria	37.0
Brevibacillus thermoruber	Bacteria	40.0
Brevibacillus thermoruber	Bacteria	45.0
Brevibacterium album	Bacteria	34.0
Brevibacterium ammoniilyticum	Bacteria	31.0
Brevibacterium antiquum	Bacteria	28.0
Brevibacterium aurantiacum	Bacteria	30.0
Brevibacterium avium	Bacteria	37.0
Brevibacterium casei	Bacteria	28.0
Brevibacterium casei	Bacteria	30.0
Brevibacterium casei	Bacteria	34.0
Brevibacterium casei	Bacteria	37.0
Brevibacterium celere	Bacteria	25.0
Brevibacterium daeguense	Bacteria	28.0
Brevibacterium epidermidis	Bacteria	28.0
Brevibacterium epidermidis	Bacteria	30.0
Brevibacterium epidermidis	Bacteria	37.0
Brevibacterium frigoritolerans	Bacteria	28.0
Brevibacterium iodinum	Bacteria	25.0
Brevibacterium iodinum	Bacteria	28.0
Brevibacterium iodinum	Bacteria	30.0
Brevibacterium jeotgali	Bacteria	28.0
Brevibacterium linens	Bacteria	30.0
Brevibacterium luteolum	Bacteria	37.0
Brevibacterium marinum	Bacteria	28.0
Brevibacterium mcbrellneri	Bacteria	30.0
Brevibacterium mcbrellneri	Bacteria	37.0
Brevibacterium oceani	Bacteria	28.0
Brevibacterium otitidis	Bacteria	30.0
Brevibacterium otitidis	Bacteria	37.0
Brevibacterium paucivorans	Bacteria	37.0
Brevibacterium permense	Bacteria	28.0
Brevibacterium picturae	Bacteria	28.0
Brevibacterium pityocampae	Bacteria	28.0
Brevibacterium pityocampae	Bacteria	30.0
Brevibacterium pityocampae	Bacteria	37.0
Brevibacterium ravenspurgense	Bacteria	28.0
Brevibacterium ravenspurgense	Bacteria	35.0
Brevibacterium ravenspurgense	Bacteria	37.0
Brevibacterium salitolerans	Bacteria	37.0
Brevibacterium samyangense	Bacteria	28.0
Brevibacterium sandarakinum	Bacteria	28.0
Brevibacterium sanguinis	Bacteria	37.0
Brevibacterium sediminis	Bacteria	23.0
Brevibacterium sediminis	Bacteria	28.0
Brevibacterium senegalense	Bacteria	28.0
Brevibacterium siliguriense	Bacteria	28.0
Brevibacterium sp.	Bacteria	25.0
Brevibacterium sp.	Bacteria	28.0
Brevibacterium sp.	Bacteria	30.0
Brevibacterium sp.	Bacteria	34.0
Brevibacterium sp.	Bacteria	37.0
Brevibacterium yomogidense	Bacteria	28.0
Brevifollis gellanilyticus	Bacteria	24.0
Brevirhabdus pacifica	Bacteria	30.0
Brevitalea aridisoli	Bacteria	40.0
Brevitalea deliciosa	Bacteria	35.0
Brevundimonas abyssalis	Bacteria	22.0
Brevundimonas alba	Bacteria	30.0
Brevundimonas albigilva	Bacteria	22.0
Brevundimonas aurantiaca	Bacteria	30.0
Brevundimonas aveniformis	Bacteria	25.0
Brevundimonas bacteroides	Bacteria	28.0
Brevundimonas balnearis	Bacteria	28.0
Brevundimonas basaltis	Bacteria	28.0
Brevundimonas bullata	Bacteria	28.0
Brevundimonas canariensis	Bacteria	26.0
Brevundimonas diminuta	Bacteria	26.0
Brevundimonas diminuta	Bacteria	28.0
Brevundimonas diminuta	Bacteria	30.0
Brevundimonas diminuta	Bacteria	34.0
Brevundimonas diminuta	Bacteria	37.0
Brevundimonas faecalis	Bacteria	30.0
Brevundimonas halotolerans	Bacteria	28.0
Brevundimonas halotolerans	Bacteria	30.0
Brevundimonas humi	Bacteria	25.0
Brevundimonas intermedia	Bacteria	30.0
Brevundimonas kwangchunensis	Bacteria	28.0
Brevundimonas lenta	Bacteria	25.0
Brevundimonas mediterranea	Bacteria	28.0
Brevundimonas naejangsanensis	Bacteria	28.0
Brevundimonas naejangsanensis	Bacteria	30.0
Brevundimonas nasdae	Bacteria	28.0
Brevundimonas nasdae	Bacteria	30.0
Brevundimonas poindexterae	Bacteria	28.0
Brevundimonas sp.	Bacteria	20.0
Brevundimonas sp.	Bacteria	28.0
Brevundimonas sp.	Bacteria	30.0
Brevundimonas sp.	Bacteria	37.0
Brevundimonas staleyi	Bacteria	28.0
Brevundimonas subvibrioides	Bacteria	30.0
Brevundimonas terrae	Bacteria	30.0
Brevundimonas vancanneytii	Bacteria	30.0
Brevundimonas variabilis	Bacteria	30.0
Brevundimonas vesicularis	Bacteria	26.0
Brevundimonas vesicularis	Bacteria	28.0
Brevundimonas vesicularis	Bacteria	30.0
Brevundimonas vesicularis	Bacteria	37.0
Brevundimonas viscosa	Bacteria	23.0
Breznakia blatticola	Bacteria	30.0
Breznakia pachnodae	Bacteria	30.0
Brochothrix campestris	Bacteria	26.0
Brochothrix thermosphacta	Bacteria	22.0
Brochothrix thermosphacta	Bacteria	30.0
Brockia lithotrophica	Bacteria	65.0
Brooklawnia cerclae	Bacteria	37.0
Brucella ceti	Bacteria	30.0
Brucella inopinata	Bacteria	34.0
Brucella microti	Bacteria	34.0
Brucella pinnipedialis	Bacteria	30.0
Brucella sp.	Bacteria	37.0
Brucella vulpis	Bacteria	34.0
Brumimicrobium aurantiacum	Bacteria	29.0
Brumimicrobium glaciale	Bacteria	10.0
Brumimicrobium mesophilum	Bacteria	24.0
Bryobacter aggregatus	Bacteria	28.0
Bryocella elongata	Bacteria	20.0
Buchananella hordeovulneris	Bacteria	37.0
Budvicia aquatica	Bacteria	26.0
Budvicia diplopodorum	Bacteria	28.0
Bulleidia extructa	Bacteria	35.0
Burkholderia alpina	Bacteria	25.0
Burkholderia ambifaria	Bacteria	28.0
Burkholderia ambifaria	Bacteria	34.0
Burkholderia anthina	Bacteria	28.0
Burkholderia anthina	Bacteria	37.0
Burkholderia arboris	Bacteria	30.0
Burkholderia cenocepacia	Bacteria	30.0
Burkholderia cenocepacia	Bacteria	36.0
Burkholderia cenocepacia	Bacteria	37.0
Burkholderia cepacia	Bacteria	25.0
Burkholderia cepacia	Bacteria	28.0
Burkholderia cepacia	Bacteria	30.0
Burkholderia cepacia	Bacteria	37.0
Burkholderia contaminans	Bacteria	28.0
Burkholderia contaminans	Bacteria	30.0
Burkholderia contaminans	Bacteria	37.0
Burkholderia diffusa	Bacteria	30.0
Burkholderia dolosa	Bacteria	28.0
Burkholderia dolosa	Bacteria	37.0
Burkholderia gladioli	Bacteria	25.0
Burkholderia gladioli	Bacteria	28.0
Burkholderia gladioli	Bacteria	30.0
Burkholderia gladioli	Bacteria	37.0
Burkholderia glumae	Bacteria	28.0
Burkholderia glumae	Bacteria	30.0
Burkholderia lata	Bacteria	30.0
Burkholderia latens	Bacteria	30.0
Burkholderia metallica	Bacteria	30.0
Burkholderia metallica	Bacteria	35.0
Burkholderia metallica	Bacteria	37.0
Burkholderia multivorans	Bacteria	28.0
Burkholderia multivorans	Bacteria	30.0
Burkholderia multivorans	Bacteria	37.0
Burkholderia oklahomensis	Bacteria	31.0
Burkholderia oklahomensis	Bacteria	34.0
Burkholderia oklahomensis	Bacteria	37.0
Burkholderia plantarii	Bacteria	28.0
Burkholderia plantarii	Bacteria	30.0
Burkholderia pseudomallei	Bacteria	30.0
Burkholderia pseudomallei	Bacteria	34.0
Burkholderia pseudomallei	Bacteria	36.0
Burkholderia pseudomallei	Bacteria	37.0
Burkholderia pseudomultivorans	Bacteria	30.0
Burkholderia pseudomultivorans	Bacteria	37.0
Burkholderia puraquae	Bacteria	30.0
Burkholderia pyrrocinia	Bacteria	28.0
Burkholderia seminalis	Bacteria	30.0
Burkholderia seminalis	Bacteria	37.0
Burkholderia singularis	Bacteria	30.0
Burkholderia sp.	Bacteria	28.0
Burkholderia sp.	Bacteria	30.0
Burkholderia sp.	Bacteria	37.0
Burkholderia stabilis	Bacteria	30.0
Burkholderia stabilis	Bacteria	34.0
Burkholderia stabilis	Bacteria	37.0
Burkholderia stagnalis	Bacteria	30.0
Burkholderia territorii	Bacteria	30.0
Burkholderia thailandensis	Bacteria	28.0
Burkholderia thailandensis	Bacteria	30.0
Burkholderia tropicalis	None	30.0
Burkholderia ubonensis	Bacteria	30.0
Burkholderia vietnamiensis	Bacteria	28.0
Burkholderia vietnamiensis	Bacteria	30.0
Burkholderia vietnamiensis	Bacteria	37.0
Buttiauxella agrestis	Bacteria	28.0
Buttiauxella agrestis	Bacteria	30.0
Buttiauxella brennerae	Bacteria	28.0
Buttiauxella ferragutiae	Bacteria	28.0
Buttiauxella gaviniae	Bacteria	28.0
Buttiauxella izardii	Bacteria	28.0
Buttiauxella noackiae	Bacteria	28.0
Buttiauxella sp.	Bacteria	28.0
Buttiauxella sp.	Bacteria	30.0
Buttiauxella warmboldiae	Bacteria	28.0
Butyratibacter algicola	Bacteria	15.0
Butyribacterium methylotrophicum	None	37.0
Butyricicoccus faecihominis	Bacteria	37.0
Butyricicoccus novel	None	37.0
Butyricicoccus porcorum	Bacteria	37.0
Butyricicoccus pullicaecorum	Bacteria	37.0
Butyricimonas faecalis	Bacteria	37.0
Butyricimonas faecihominis	Bacteria	37.0
Butyricimonas paravirosa	Bacteria	37.0
Butyricimonas sp.	Bacteria	37.0
Butyricimonas synergistica	Bacteria	37.0
Butyricimonas virosa	Bacteria	37.0
Butyrivibrio crossotus	Bacteria	37.0
Butyrivibrio fibrisolvens	Bacteria	37.0
Butyrivibrio hungatei	Bacteria	37.0
Butyrivibrio hungatei	Bacteria	40.0
Butyrivibrio sp.	Bacteria	37.0
Byssovorax cruenta	Bacteria	30.0
Bythopirellula goksoyri	Bacteria	20.0
Caballeronia arationis	Bacteria	30.0
Caballeronia arvi	Bacteria	30.0
Caballeronia calidae	Bacteria	30.0
Caballeronia catudaia	Bacteria	30.0
Caballeronia choica	Bacteria	30.0
Caballeronia concitans	Bacteria	30.0
Caballeronia cordobensis	Bacteria	30.0
Caballeronia fortuita	Bacteria	30.0
Caballeronia glathei	Bacteria	28.0
Caballeronia glathei	Bacteria	30.0
Caballeronia glebae	Bacteria	30.0
Caballeronia grimmiae	Bacteria	30.0
Caballeronia humi	Bacteria	23.0
Caballeronia hypogeia	Bacteria	30.0
Caballeronia megalochromosomata	Bacteria	30.0
Caballeronia mineralivorans	Bacteria	25.0
Caballeronia pedi	Bacteria	30.0
Caballeronia peredens	Bacteria	30.0
Caballeronia ptereochthonis	Bacteria	30.0
Caballeronia sordidicola	Bacteria	20.0
Caballeronia sordidicola	Bacteria	28.0
Caballeronia sp.	Bacteria	28.0
Caballeronia telluris	Bacteria	23.0
Caballeronia temeraria	Bacteria	30.0
Caballeronia terrestris	Bacteria	23.0
Caballeronia turbans	Bacteria	30.0
Caballeronia udeis	Bacteria	30.0
Caballeronia zhejiangensis	Bacteria	28.0
Caecibacterium sporoformans	Bacteria	37.0
Caenibacillus caldisaponilyticus	Bacteria	53.0
Caenimonas koreensis	Bacteria	28.0
Caenimonas terrae	Bacteria	28.0
Caenispirillum bisanense	Bacteria	31.0
Caenispirillum salinarum	Bacteria	33.0
Caldalkalibacillus thermarum	Bacteria	55.0
Caldalkalibacillus uzonensis	Bacteria	50.0
Caldanaerobacter subterraneus	Bacteria	60.0
Caldanaerobacter subterraneus	Bacteria	65.0
Caldanaerobacter subterraneus	Bacteria	70.0
Caldanaerobacter subterraneus	Bacteria	75.0
Caldanaerobacter uzonensis	Bacteria	70.0
Caldanaerobius fijiensis	Bacteria	60.0
Caldanaerobius polysaccharolyticus	Bacteria	65.0
Caldanaerobius zeae	Bacteria	65.0
Caldanaerovirga acetigignens	None	62.0
Calderihabitans maritimus	Bacteria	65.0
Caldibacillus debilis	Bacteria	55.0
Caldibacillus debilis	Bacteria	60.0
Caldicellulosiruptor acetigenus	None	70.0
Caldicellulosiruptor bescii	None	75.0
Caldicellulosiruptor changbaiensis	None	75.0
Caldicellulosiruptor hydrothermalis	None	65.0
Caldicellulosiruptor kristjanssonii	None	70.0
Caldicellulosiruptor kronotskyensis	None	70.0
Caldicellulosiruptor lactoaceticus	None	70.0
Caldicellulosiruptor obsidiansis	None	78.0
Caldicellulosiruptor owensensis	None	70.0
Caldicellulosiruptor saccharolyticus	None	65.0
Caldicellulosiruptor sp.	Bacteria	65.0
Caldicoprobacter algeriensis	Bacteria	70.0
Caldicoprobacter faecalis	Bacteria	70.0
Caldicoprobacter guelmensis	Bacteria	65.0
Caldicoprobacter oshimai	Bacteria	70.0
Caldilinea aerophila	Bacteria	55.0
Caldilinea tarbellica	Bacteria	55.0
Caldimicrobium rimae	Bacteria	70.0
Caldimicrobium thiodismutans	Bacteria	59.0
Caldimonas hydrothermale	Bacteria	50.0
Caldimonas manganoxidans	Bacteria	45.0
Caldinitratiruptor microaerophilus	Bacteria	65.0
Caldisalinibacter kiritimatiensis	Bacteria	55.0
Caldisericum exile	Bacteria	65.0
Caldisphaera lagunensis	Archaea	75.0
Calditerricola satsumensis	Bacteria	78.0
Calditerricola yamamurae	Bacteria	72.0
Calditerrivibrio nitroreducens	Bacteria	55.0
Caldithrix abyssi	None	60.0
Caldithrix palaeochoryensis	None	55.0
Caldivirga maquilingensis	Archaea	83.0
Caldovatus sediminis	Bacteria	44.0
Calidifontibacter indicus	Bacteria	30.0
Calidifontibacter terrae	Bacteria	26.0
Calidithermus chliarophilus	Bacteria	50.0
Calidithermus roseus	Bacteria	50.0
Calidithermus terrae	Bacteria	50.0
Calidithermus timidus	Bacteria	50.0
Caloramator australicus	Bacteria	60.0
Caloramator boliviensis	Bacteria	60.0
Caloramator coolhaasii	Bacteria	55.0
Caloramator fervidus	Bacteria	65.0
Caloramator mitchellensis	Bacteria	50.0
Caloramator proteoclasticus	Bacteria	55.0
Caloramator quimbayensis	Bacteria	55.0
Caloramator sp.	Bacteria	60.0
Caloramator uzoniensis	Bacteria	60.0
Caloramator viterbiensis	Bacteria	55.0
Caloranaerobacter azorensis	Bacteria	65.0
Caloranaerobacter ferrireducens	Bacteria	60.0
Caloribacterium cisternae	Bacteria	50.0
Calorithrix insularis	Bacteria	55.0
Calothrix desertica	Bacteria	18.0
Calothrix sp.	Bacteria	18.0
Calothrix sp.	Bacteria	23.0
Camelimonas abortus	Bacteria	28.0
Camelimonas fluminis	Bacteria	28.0
Camelimonas lactis	Bacteria	28.0
Camelliibacillus cellulosilyticus	Bacteria	25.0
Caminibacter hydrogeniphilus	Bacteria	60.0
Caminibacter mediatlanticus	Bacteria	55.0
Caminibacter profundus	Bacteria	55.0
Caminicella sporogenes	Bacteria	60.0
Campylobacter avium	Bacteria	37.0
Campylobacter blaseri	Bacteria	37.0
Campylobacter canadensis	Bacteria	37.0
Campylobacter coli	Bacteria	37.0
Campylobacter coli	Bacteria	40.0
Campylobacter coli	Bacteria	42.0
Campylobacter concisus	Bacteria	37.0
Campylobacter corcagiensis	Bacteria	37.0
Campylobacter cuniculorum	Bacteria	37.0
Campylobacter curvus	Bacteria	37.0
Campylobacter fetus	Bacteria	37.0
Campylobacter fetus	Bacteria	40.0
Campylobacter geochelonis	Bacteria	37.0
Campylobacter gracilis	Bacteria	37.0
Campylobacter helveticus	Bacteria	37.0
Campylobacter helveticus	Bacteria	42.0
Campylobacter hepaticus	Bacteria	40.0
Campylobacter hominis	Bacteria	37.0
Campylobacter hyointestinalis	Bacteria	25.0
Campylobacter hyointestinalis	Bacteria	37.0
Campylobacter hyointestinalis	Bacteria	42.0
Campylobacter iguaniorum	Bacteria	37.0
Campylobacter insulaenigrae	Bacteria	35.0
Campylobacter jejuni	Bacteria	37.0
Campylobacter jejuni	Bacteria	40.0
Campylobacter jejuni	Bacteria	42.0
Campylobacter lanienae	Bacteria	37.0
